"","Year","Plot","Ring","CO2","N","SR","TotalBiomass","pSR","pH","ExpYear","l.year","l.SR","l.biomass","l.RR","Trt"
"3093",2008,312,6,"Camb","Namb",9,202.43,4,6,11,2.39789527279837,2.19722457733622,5.31039414777349,1.38879124131848,"Namb.Camb"
"3094",2008,313,6,"Camb","Namb",4,127.6,3,5.6,11,2.39789527279837,1.38629436111989,4.84890037091069,1.10194007876078,"Namb.Camb"
"3095",2008,314,6,"Camb","Namb",1,122.1,1,5.5,11,2.39789527279837,0,4.80484038111666,0.00995033085316809,"Namb.Camb"
"3096",2008,315,6,"Camb","Namb",4,112.9,2,5.6,11,2.39789527279837,1.38629436111989,4.72650247115562,0.698134722070984,"Namb.Camb"
"3097",2008,316,6,"Camb","Nenrich",1,207.8,1,4.6,11,2.39789527279837,0,5.33657607866513,0.00995033085316809,"Nenrich.Camb"
"3098",2008,317,6,"Camb","Nenrich",4,138.4,3,5.6,11,2.39789527279837,1.38629436111989,4.93014804318357,1.10194007876078,"Nenrich.Camb"
"3099",2008,318,6,"Camb","Nenrich",1,226.1,1,4.8,11,2.39789527279837,0,5.42097737928392,0.00995033085316809,"Nenrich.Camb"
"3100",2008,319,6,"Camb","Nenrich",4,517.6,2,5.6,11,2.39789527279837,1.38629436111989,6.24920274318669,0.698134722070984,"Nenrich.Camb"
"3102",2008,321,6,"Camb","Nenrich",16,483.4,7,6,11,2.39789527279837,2.77258872223978,6.18084446826938,1.9473377010465,"Nenrich.Camb"
"3103",2008,322,6,"Camb","Namb",1,254.2,1,5,11,2.39789527279837,0,5.53812135875535,0.00995033085316809,"Namb.Camb"
"3104",2008,323,6,"Camb","Namb",1,22.7,1,5.4,11,2.39789527279837,0,3.12236492448736,0.00995033085316809,"Namb.Camb"
"3105",2008,325,6,"Camb","Namb",4,171.4,3,5.8,11,2.39789527279837,1.38629436111989,5.14400000616368,1.10194007876078,"Namb.Camb"
"3106",2008,326,6,"Camb","Nenrich",4,100.9,2,5.8,11,2.39789527279837,1.38629436111989,4.61412992735956,0.698134722070984,"Nenrich.Camb"
"3108",2008,328,6,"Camb","Nenrich",4,452.4,4,6,11,2.39789527279837,1.38629436111989,6.11456674424197,1.38879124131848,"Nenrich.Camb"
"3109",2008,329,6,"Camb","Namb",1,69.9,1,5.6,11,2.39789527279837,0,4.24706564923976,0.00995033085316809,"Namb.Camb"
"3111",2008,330,6,"Camb","Namb",1,138.4,1,5.1,11,2.39789527279837,0,4.93014804318357,0.00995033085316809,"Namb.Camb"
"3112",2008,331,6,"Camb","Namb",1,30.2,1,5.6,11,2.39789527279837,0,3.40784192438082,0.00995033085316809,"Namb.Camb"
"3113",2008,332,6,"Camb","Namb",4,117.3,2,5.7,11,2.39789527279837,1.38629436111989,4.76473475565943,0.698134722070984,"Namb.Camb"
"3114",2008,333,6,"Camb","Nenrich",1,66.5,1,5.6,11,2.39789527279837,0,4.19720194766181,0.00995033085316809,"Nenrich.Camb"
"3115",2008,334,6,"Camb","Namb",4,84,2,5.7,11,2.39789527279837,1.38629436111989,4.43081679884331,0.698134722070984,"Namb.Camb"
"3116",2008,335,6,"Camb","Nenrich",9,420.5,7,6,11,2.39789527279837,2.19722457733622,6.041444479413,1.9473377010465,"Nenrich.Camb"
"3117",2008,336,6,"Camb","Namb",1,20.6,1,5.7,11,2.39789527279837,0,3.02529107579554,0.00995033085316809,"Namb.Camb"
"3118",2008,337,6,"Camb","Namb",4,260.8,3,5.7,11,2.39789527279837,1.38629436111989,5.5637538300525,1.10194007876078,"Namb.Camb"
"3119",2008,338,6,"Camb","Nenrich",1,102,1,5.6,11,2.39789527279837,0,4.62497281328427,0.00995033085316809,"Nenrich.Camb"
"3120",2008,339,6,"Camb","Namb",1,49.7,1,5.4,11,2.39789527279837,0,3.90600493310258,0.00995033085316809,"Namb.Camb"
"3121",2008,340,6,"Camb","Nenrich",4,128.6,1,5.6,11,2.39789527279837,1.38629436111989,4.85670681180352,0.00995033085316809,"Nenrich.Camb"
"3122",2008,342,6,"Camb","Nenrich",1,71.9,1,4.7,11,2.39789527279837,0,4.275276264727,0.00995033085316809,"Nenrich.Camb"
"3123",2008,343,6,"Camb","Namb",1,70.7,1,5.4,11,2.39789527279837,0,4.25844557290253,0.00995033085316809,"Namb.Camb"
"3124",2008,344,6,"Camb","Namb",16,584.1,6,5.8,11,2.39789527279837,2.77258872223978,6.37007220104626,1.79342474854712,"Namb.Camb"
"3125",2008,345,6,"Camb","Namb",1,84.2,1,5.6,11,2.39789527279837,0,4.43319492124828,0.00995033085316809,"Namb.Camb"
"3126",2008,346,6,"Camb","Namb",4,64.3,4,5.8,11,2.39789527279837,1.38629436111989,4.16355963124357,1.38879124131848,"Namb.Camb"
"3127",2008,347,6,"Camb","Namb",1,65.9,1,5.5,11,2.39789527279837,0,4.18813844150846,0.698134722070984,"Namb.Camb"
"3128",2008,348,6,"Camb","Nenrich",4,424.6,2,5.5,11,2.39789527279837,1.38629436111989,6.05114754926916,0.698134722070984,"Nenrich.Camb"
"3129",2008,349,6,"Camb","Nenrich",1,127.4,1,4.9,11,2.39789527279837,0,4.84733174313806,0.00995033085316809,"Nenrich.Camb"
"3131",2008,350,6,"Camb","Nenrich",4,373.4,3,4.6,11,2.39789527279837,1.38629436111989,5.92265023110762,1.10194007876078,"Nenrich.Camb"
"3132",2008,351,6,"Camb","Nenrich",4,110.5,4,5,11,2.39789527279837,1.38629436111989,4.70501552095781,1.38879124131848,"Nenrich.Camb"
"3133",2008,352,6,"Camb","Nenrich",1,145.6,1,5.3,11,2.39789527279837,0,4.98086313576259,0.00995033085316809,"Nenrich.Camb"
"3134",2008,353,6,"Camb","Nenrich",4,160,3,5.1,11,2.39789527279837,1.38629436111989,5.07517381523383,1.10194007876078,"Nenrich.Camb"
"3135",2008,354,6,"Camb","Nenrich",16,278.7,7,5.8,11,2.39789527279837,2.77258872223978,5.6301359344879,1.9473377010465,"Nenrich.Camb"
"3136",2008,355,6,"Camb","Namb",16,377.5,6,5.9,11,2.39789527279837,2.77258872223978,5.93357056868908,1.79342474854712,"Namb.Camb"
"3137",2008,357,6,"Camb","Nenrich",9,273,5,6,11,2.39789527279837,2.19722457733622,5.60947179518496,1.61143591509677,"Nenrich.Camb"
"3138",2008,358,6,"Camb","Namb",16,478.4,8,6.1,11,2.39789527279837,2.77258872223978,6.17044720263642,2.08069076108027,"Namb.Camb"
"3139",2008,359,6,"Camb","Namb",4,58.8,3,5.7,11,2.39789527279837,1.38629436111989,4.07414185490458,1.10194007876078,"Namb.Camb"
"3141",2008,361,6,"Camb","Namb",9,78.4,3,5.8,11,2.39789527279837,2.19722457733622,4.36182392735636,1.10194007876078,"Namb.Camb"
"3142",2008,362,6,"Camb","Nenrich",1,22.9,1,5.4,11,2.39789527279837,0,3.13113691056019,0.698134722070984,"Nenrich.Camb"
"3143",2008,363,6,"Camb","Namb",4,165.2,3,5.3,11,2.39789527279837,1.38629436111989,5.10715686108688,1.10194007876078,"Namb.Camb"
"3144",2008,364,6,"Camb","Namb",4,67.2,3,5.4,11,2.39789527279837,1.38629436111989,4.2076732475291,1.10194007876078,"Namb.Camb"
"3145",2008,365,6,"Camb","Nenrich",4,141.4,3,5.5,11,2.39789527279837,1.38629436111989,4.95159275346247,1.10194007876078,"Nenrich.Camb"
"3146",2008,366,6,"Camb","Nenrich",1,69.8,1,4.8,11,2.39789527279837,0,4.24563400976833,0.00995033085316809,"Nenrich.Camb"
"3172",2008,62,2,"Camb","Namb",4,422.8,4,5.8,11,2.39789527279837,1.38629436111989,6.04689925399608,1.38879124131848,"Namb.Camb"
"3173",2008,63,2,"Camb","Namb",4,136.2,2,5.7,11,2.39789527279837,1.38629436111989,4.91412439371541,0.698134722070984,"Namb.Camb"
"3174",2008,64,2,"Camb","Nenrich",16,519.6,5,6.3,11,2.39789527279837,2.77258872223978,6.25305928479644,1.61143591509677,"Nenrich.Camb"
"3175",2008,65,2,"Camb","Nenrich",9,347.6,5,6.1,11,2.39789527279837,2.19722457733622,5.85105239339124,1.61143591509677,"Nenrich.Camb"
"3176",2008,67,2,"Camb","Namb",16,421.8,5,5.9,11,2.39789527279837,2.77258872223978,6.04453126804467,1.61143591509677,"Namb.Camb"
"3177",2008,68,2,"Camb","Nenrich",1,128.9,1,5.2,11,2.39789527279837,0,4.85903690994514,0.00995033085316809,"Nenrich.Camb"
"3178",2008,69,2,"Camb","Namb",16,309.96,5,6.2,11,2.39789527279837,2.77258872223978,5.73644325689575,1.61143591509677,"Namb.Camb"
"3179",2008,70,2,"Camb","Namb",1,55.1,1,6,11,2.39789527279837,0,4.00914971615887,0.00995033085316809,"Namb.Camb"
"3180",2008,71,2,"Camb","Nenrich",1,216.9,1,6,11,2.39789527279837,0,5.37943641783283,0.00995033085316809,"Nenrich.Camb"
"3181",2008,72,2,"Camb","Nenrich",1,219.9,1,4.8,11,2.39789527279837,0,5.39317289756072,0.00995033085316809,"Nenrich.Camb"
"3182",2008,74,2,"Camb","Nenrich",4,511.5,3,5.5,11,2.39789527279837,1.38629436111989,6.23734758539168,1.10194007876078,"Nenrich.Camb"
"3183",2008,75,2,"Camb","Nenrich",4,150.3,3,5.6,11,2.39789527279837,1.38629436111989,5.01263329675893,1.10194007876078,"Nenrich.Camb"
"3184",2008,76,2,"Camb","Nenrich",4,143.8,2,5.7,11,2.39789527279837,1.38629436111989,4.96842344528695,0.698134722070984,"Nenrich.Camb"
"3186",2008,78,2,"Camb","Namb",4,232.5,3,6,11,2.39789527279837,1.38629436111989,5.44889022502741,1.10194007876078,"Namb.Camb"
"3187",2008,79,2,"Camb","Nenrich",4,438.3,5,5.9,11,2.39789527279837,1.38629436111989,6.08290360742476,1.61143591509677,"Nenrich.Camb"
"3189",2008,80,2,"Camb","Namb",4,86,3,5.8,11,2.39789527279837,1.38629436111989,4.45434729625351,1.10194007876078,"Namb.Camb"
"3190",2008,81,2,"Camb","Nenrich",1,225.2,1,5.9,11,2.39789527279837,0,5.41698889626554,0.00995033085316809,"Nenrich.Camb"
"3191",2008,82,2,"Camb","Namb",4,109.6,3,6,11,2.39789527279837,1.38629436111989,4.69683737451392,1.10194007876078,"Namb.Camb"
"3192",2008,83,2,"Camb","Namb",9,401.7,4,6.3,11,2.39789527279837,2.19722457733622,5.99570554136524,1.38879124131848,"Namb.Camb"
"3193",2008,85,2,"Camb","Nenrich",4,245.8,2,6,11,2.39789527279837,1.38629436111989,5.50451819713193,0.698134722070984,"Nenrich.Camb"
"3194",2008,86,2,"Camb","Nenrich",4,332.8,1,5.9,11,2.39789527279837,1.38629436111989,5.80754170894705,0.00995033085316809,"Nenrich.Camb"
"3195",2008,88,2,"Camb","Nenrich",4,234.1,3,5.6,11,2.39789527279837,1.38629436111989,5.45574837449687,1.10194007876078,"Nenrich.Camb"
"3196",2008,89,2,"Camb","Namb",4,534.1,3,5.9,11,2.39789527279837,1.38629436111989,6.28058308734572,1.10194007876078,"Namb.Camb"
"3198",2008,90,2,"Camb","Namb",1,84.5,1,5.9,11,2.39789527279837,0,4.43675153436313,0.00995033085316809,"Namb.Camb"
"3199",2008,91,2,"Camb","Nenrich",4,353.2,3,6,11,2.39789527279837,1.38629436111989,5.8670344687298,1.10194007876078,"Nenrich.Camb"
"3200",2008,93,2,"Camb","Namb",4,315.8,4,6,11,2.39789527279837,1.38629436111989,5.75510910182154,1.38879124131848,"Namb.Camb"
"3201",2008,94,2,"Camb","Nenrich",1,119.1,1,4.8,11,2.39789527279837,0,4.77996347636125,0.00995033085316809,"Nenrich.Camb"
"3202",2008,95,2,"Camb","Nenrich",4,316.1,3,6.1,11,2.39789527279837,1.38629436111989,5.75605861922157,1.10194007876078,"Nenrich.Camb"
"3203",2008,96,2,"Camb","Nenrich",1,354.4,1,5.9,11,2.39789527279837,0,5.87042621873093,0.00995033085316809,"Nenrich.Camb"
"3204",2008,97,2,"Camb","Nenrich",9,194.6,7,6,11,2.39789527279837,2.19722457733622,5.2709461697519,1.9473377010465,"Nenrich.Camb"
"3205",2008,98,2,"Camb","Nenrich",4,239.4,3,6.3,11,2.39789527279837,1.38629436111989,5.47813579312387,1.10194007876078,"Nenrich.Camb"
"3206",2008,99,2,"Camb","Nenrich",1,237.1,1,6.1,11,2.39789527279837,0,5.46848199307136,0.00995033085316809,"Nenrich.Camb"
"3209",2009,100,2,"Camb","Namb",1,281.5,1,5.9,12,2.484906649788,0,5.64013244757975,0.00995033085316809,"Namb.Camb"
"3210",2009,101,2,"Camb","Nenrich",1,214.8,1,6.2,12,2.484906649788,0,5.36970736263471,0.00995033085316809,"Nenrich.Camb"
"3211",2009,102,2,"Camb","Namb",1,53.6,1,5.5,12,2.484906649788,0,3.98154906807676,0.00995033085316809,"Namb.Camb"
"3212",2009,103,2,"Camb","Nenrich",1,141.5,1,5.5,12,2.484906649788,0,4.95229971708329,0.00995033085316809,"Nenrich.Camb"
"3213",2009,104,2,"Camb","Namb",16,513.4,7,5.5,12,2.484906649788,2.77258872223978,6.24105526843704,1.9473377010465,"Namb.Camb"
"3214",2009,105,2,"Camb","Namb",4,26.6,3,5.5,12,2.484906649788,1.38629436111989,3.28091121578765,1.10194007876078,"Namb.Camb"
"3215",2009,106,2,"Camb","Namb",9,221.5,5,5.9,12,2.484906649788,2.19722457733622,5.40042258948519,1.61143591509677,"Namb.Camb"
"3216",2009,107,2,"Camb","Namb",16,317.7,6,5.8,12,2.484906649788,2.77258872223978,5.76110754127547,1.79342474854712,"Namb.Camb"
"3217",2009,108,2,"Camb","Nenrich",16,288.5,5,5.8,12,2.484906649788,2.77258872223978,5.66469508594815,1.61143591509677,"Nenrich.Camb"
"3218",2009,109,2,"Camb","Namb",1,68.3,1,5.7,12,2.484906649788,0,4.22390976657674,0.698134722070984,"Namb.Camb"
"3219",2009,110,2,"Camb","Nenrich",16,319.1,5,5.6,12,2.484906649788,2.77258872223978,5.7655045332842,1.61143591509677,"Nenrich.Camb"
"3220",2009,111,2,"Camb","Namb",1,109.2,1,5.5,12,2.484906649788,0,4.6931810633108,1.10194007876078,"Namb.Camb"
"3221",2009,112,2,"Camb","Nenrich",1,136.5,1,5.4,12,2.484906649788,0,4.91632461462501,0.698134722070984,"Nenrich.Camb"
"3222",2009,113,2,"Camb","Nenrich",1,91.1,1,5.4,12,2.484906649788,0,4.51195780426591,0.00995033085316809,"Nenrich.Camb"
"3223",2009,114,2,"Camb","Nenrich",4,125.2,4,5.6,12,2.484906649788,1.38629436111989,4.829912458666,1.38879124131848,"Nenrich.Camb"
"3224",2009,115,2,"Camb","Namb",1,98.9,1,5.6,12,2.484906649788,0,4.59410923862867,0.698134722070984,"Namb.Camb"
"3225",2009,116,2,"Camb","Namb",1,60.3,1,5.2,12,2.484906649788,0,4.09933210373314,0.00995033085316809,"Namb.Camb"
"3226",2009,118,2,"Camb","Nenrich",16,541,4,5.7,12,2.484906649788,2.77258872223978,6.29341927884648,1.38879124131848,"Nenrich.Camb"
"3228",2009,120,2,"Camb","Namb",4,234.3,5,5.7,12,2.484906649788,1.38629436111989,5.45660234551375,1.61143591509677,"Namb.Camb"
"3229",2009,121,2,"Camb","Namb",4,46,3,5.5,12,2.484906649788,1.38629436111989,3.8286413964891,1.10194007876078,"Namb.Camb"
"3230",2009,122,2,"Camb","Namb",1,79,1,5.5,12,2.484906649788,0,4.36944785246702,0.00995033085316809,"Namb.Camb"
"3290",2009,184,4,"Camb","Namb",16,543.5,7,5.8,12,2.484906649788,2.77258872223978,6.29802970656126,1.9473377010465,"Namb.Camb"
"3291",2009,187,4,"Camb","Namb",9,107,5,5.8,12,2.484906649788,2.19722457733622,4.67282883446191,1.61143591509677,"Namb.Camb"
"3292",2009,188,4,"Camb","Namb",16,598.2,8,6,12,2.484906649788,2.77258872223978,6.39392514619585,2.08069076108027,"Namb.Camb"
"3293",2009,189,4,"Camb","Namb",4,420.4,2,6.1,12,2.484906649788,1.38629436111989,6.0412066390028,0.698134722070984,"Namb.Camb"
"3295",2009,190,4,"Camb","Namb",1,408.7,1,5.7,12,2.484906649788,0,6.01298139057023,0.00995033085316809,"Namb.Camb"
"3296",2009,191,4,"Camb","Namb",4,311.6,3,5.6,12,2.484906649788,1.38629436111989,5.74172031399659,1.10194007876078,"Namb.Camb"
"3297",2009,192,4,"Camb","Namb",1,4.7,1,5.1,12,2.484906649788,0,1.54756250871601,0.00995033085316809,"Namb.Camb"
"3298",2009,193,4,"Camb","Nenrich",4,175.7,2,5.3,12,2.484906649788,1.38629436111989,5.16877799519305,0.698134722070984,"Nenrich.Camb"
"3299",2009,194,4,"Camb","Nenrich",9,451.5,5,5.7,12,2.484906649788,2.19722457733622,6.11257537285704,1.61143591509677,"Nenrich.Camb"
"3300",2009,195,4,"Camb","Nenrich",1,81.3,1,4.8,12,2.484906649788,0,4.39814601655377,0.00995033085316809,"Nenrich.Camb"
"3301",2009,196,4,"Camb","Nenrich",1,375.4,1,4.8,12,2.484906649788,0,5.92799212415241,0.00995033085316809,"Nenrich.Camb"
"3302",2009,197,4,"Camb","Nenrich",4,247.9,2,5.4,12,2.484906649788,1.38629436111989,5.51302543904114,0.698134722070984,"Nenrich.Camb"
"3303",2009,198,4,"Camb","Namb",4,262.1,4,5.6,12,2.484906649788,1.38629436111989,5.56872611032936,1.38879124131848,"Namb.Camb"
"3304",2009,199,4,"Camb","Namb",1,275.8,1,5.6,12,2.484906649788,0,5.6196759653592,0.00995033085316809,"Namb.Camb"
"3307",2009,200,4,"Camb","Namb",4,138.9,3,5.3,12,2.484906649788,1.38629436111989,4.9337542497603,1.10194007876078,"Namb.Camb"
"3308",2009,201,4,"Camb","Namb",16,382.9,6,6.1,12,2.484906649788,2.77258872223978,5.94777385848325,1.79342474854712,"Namb.Camb"
"3309",2009,202,4,"Camb","Namb",1,32.3,1,5.9,12,2.484906649788,0,3.47506723022861,0.00995033085316809,"Namb.Camb"
"3310",2009,203,4,"Camb","Nenrich",4,193.7,2,5.7,12,2.484906649788,1.38629436111989,5.26631057041295,0.698134722070984,"Nenrich.Camb"
"3311",2009,204,4,"Camb","Nenrich",1,155.5,1,5.6,12,2.484906649788,0,5.04664573161929,0.00995033085316809,"Nenrich.Camb"
"3312",2009,205,4,"Camb","Nenrich",16,363.5,5,6,12,2.484906649788,2.77258872223978,5.89577929697357,1.61143591509677,"Nenrich.Camb"
"3313",2009,206,4,"Camb","Nenrich",4,188.9,1,5.8,12,2.484906649788,1.38629436111989,5.24121777450746,0.00995033085316809,"Nenrich.Camb"
"3314",2009,207,4,"Camb","Nenrich",4,108.4,3,5.8,12,2.484906649788,1.38629436111989,4.68582808900555,1.10194007876078,"Nenrich.Camb"
"3315",2009,208,4,"Camb","Nenrich",1,8.6,1,5,12,2.484906649788,0,2.15176220325946,0.698134722070984,"Nenrich.Camb"
"3316",2009,209,4,"Camb","Namb",1,180.6,1,5.1,12,2.484906649788,0,5.19628464098288,0.00995033085316809,"Namb.Camb"
"3318",2009,210,4,"Camb","Nenrich",1,152.6,1,5.3,12,2.484906649788,0,5.02782011885036,0.00995033085316809,"Nenrich.Camb"
"3319",2009,211,4,"Camb","Namb",4,113.4,3,5.5,12,2.484906649788,1.38629436111989,4.73092139129365,1.10194007876078,"Namb.Camb"
"3320",2009,212,4,"Camb","Nenrich",1,136.3,1,5.4,12,2.484906649788,0,4.91485833870249,0.00995033085316809,"Nenrich.Camb"
"3321",2009,213,4,"Camb","Nenrich",16,455.6,7,5.8,12,2.484906649788,2.77258872223978,6.12161523157303,1.9473377010465,"Nenrich.Camb"
"3322",2009,214,4,"Camb","Nenrich",4,205.9,3,6,12,2.484906649788,1.38629436111989,5.32739061403374,1.10194007876078,"Nenrich.Camb"
"3323",2009,215,4,"Camb","Nenrich",4,186.9,3,5.9,12,2.484906649788,1.38629436111989,5.23057371446152,1.10194007876078,"Nenrich.Camb"
"3324",2009,216,4,"Camb","Namb",4,318.8,5,6.2,12,2.484906649788,1.38629436111989,5.76456394691606,1.61143591509677,"Namb.Camb"
"3325",2009,218,4,"Camb","Nenrich",4,165.6,2,5.7,12,2.484906649788,1.38629436111989,5.10957524195116,0.698134722070984,"Nenrich.Camb"
"3326",2009,219,4,"Camb","Nenrich",1,212.6,1,5.6,12,2.484906649788,0,5.35941246590785,0.00995033085316809,"Nenrich.Camb"
"3328",2009,220,4,"Camb","Namb",4,349.6,4,6.1,12,2.484906649788,1.38629436111989,5.85678964378138,1.38879124131848,"Namb.Camb"
"3329",2009,221,4,"Camb","Namb",4,54.2,4,5.8,12,2.484906649788,1.38629436111989,3.9926809084456,1.38879124131848,"Namb.Camb"
"3330",2009,222,4,"Camb","Namb",16,488.8,7,6.1,12,2.484906649788,2.77258872223978,6.19195340785739,1.9473377010465,"Namb.Camb"
"3331",2009,223,4,"Camb","Namb",1,94.5,1,5.9,12,2.484906649788,0,4.5485998344997,0.00995033085316809,"Namb.Camb"
"3332",2009,225,4,"Camb","Nenrich",1,141.6,1,5.6,12,2.484906649788,0,4.95300618125962,0.00995033085316809,"Nenrich.Camb"
"3333",2009,227,4,"Camb","Namb",1,71.9,1,5.8,12,2.484906649788,0,4.275276264727,0.698134722070984,"Namb.Camb"
"3334",2009,228,4,"Camb","Namb",1,28.5,1,5.7,12,2.484906649788,0,3.3499040872746,0.00995033085316809,"Namb.Camb"
"3335",2009,229,4,"Camb","Namb",1,0.1,1,5.3,12,2.484906649788,0,-2.30258509299405,-4.60517018598809,"Namb.Camb"
"3337",2009,231,4,"Camb","Namb",1,111.8,1,5.6,12,2.484906649788,0,4.716711560721,0.00995033085316809,"Namb.Camb"
"3338",2009,232,4,"Camb","Nenrich",9,198.4,6,5.8,12,2.484906649788,2.19722457733622,5.29028519485077,1.79342474854712,"Nenrich.Camb"
"3339",2009,233,4,"Camb","Namb",9,404.3,8,6,12,2.484906649788,2.19722457733622,6.00215717664673,2.08069076108027,"Namb.Camb"
"3340",2009,234,4,"Camb","Nenrich",16,344.7,8,5.8,12,2.484906649788,2.77258872223978,5.84267447352282,2.08069076108027,"Nenrich.Camb"
"3341",2009,235,4,"Camb","Namb",1,124.7,1,5.7,12,2.484906649788,0,4.82591085268599,0.00995033085316809,"Namb.Camb"
"3342",2009,236,4,"Camb","Nenrich",16,236,9,5.9,12,2.484906649788,2.77258872223978,5.46383180502561,2.19833507162025,"Nenrich.Camb"
"3344",2009,238,4,"Camb","Nenrich",4,176.8,3,5.5,12,2.484906649788,1.38629436111989,5.17501915020354,1.10194007876078,"Nenrich.Camb"
"3345",2009,239,4,"Camb","Namb",4,282.8,4,5.9,12,2.484906649788,1.38629436111989,5.64473993402242,1.38879124131848,"Namb.Camb"
"3347",2009,240,4,"Camb","Nenrich",4,301.2,4,5.8,12,2.484906649788,1.38629436111989,5.70777449592574,1.38879124131848,"Nenrich.Camb"
"3348",2009,241,4,"Camb","Nenrich",1,118.3,1,5.1,12,2.484906649788,0,4.77322377098434,0.00995033085316809,"Nenrich.Camb"
"3349",2009,242,4,"Camb","Namb",4,397.6,3,5.7,12,2.484906649788,1.38629436111989,5.98544647478242,1.10194007876078,"Namb.Camb"
"3350",2009,244,4,"Camb","Namb",4,64.4,4,5.9,12,2.484906649788,1.38629436111989,4.16511363311031,1.38879124131848,"Namb.Camb"
"3410",2009,306,6,"Camb","Namb",16,340.9,8,5.6,12,2.484906649788,2.77258872223978,5.83158917914386,2.08069076108027,"Namb.Camb"
"3411",2009,307,6,"Camb","Nenrich",16,343.3,8,5.8,12,2.484906649788,2.77258872223978,5.83860470046365,2.08069076108027,"Nenrich.Camb"
"3412",2009,309,6,"Camb","Namb",4,214,4,5.8,12,2.484906649788,1.38629436111989,5.36597601502185,1.38879124131848,"Namb.Camb"
"3414",2009,310,6,"Camb","Nenrich",1,15.1,1,5.1,12,2.484906649788,0,2.71469474382088,0.00995033085316809,"Nenrich.Camb"
"3415",2009,311,6,"Camb","Nenrich",16,737.4,5,6.1,12,2.484906649788,2.77258872223978,6.60313048580004,1.61143591509677,"Nenrich.Camb"
"3416",2009,312,6,"Camb","Namb",9,286.3,4,5.9,12,2.484906649788,2.19722457733622,5.65704021210407,1.38879124131848,"Namb.Camb"
"3417",2009,313,6,"Camb","Namb",4,440.8,4,5.7,12,2.484906649788,1.38629436111989,6.08859125783871,1.38879124131848,"Namb.Camb"
"3418",2009,314,6,"Camb","Namb",1,74.3,1,5.8,12,2.484906649788,0,4.30811095172371,0.00995033085316809,"Namb.Camb"
"3419",2009,315,6,"Camb","Namb",4,56.5,4,5.7,12,2.484906649788,1.38629436111989,4.0342406381524,1.38879124131848,"Namb.Camb"
"3420",2009,316,6,"Camb","Nenrich",1,444.3,1,4.9,12,2.484906649788,0,6.09650000994186,0.00995033085316809,"Nenrich.Camb"
"3421",2009,317,6,"Camb","Nenrich",4,194.7,3,5.4,12,2.484906649788,1.38629436111989,5.27145991237815,1.10194007876078,"Nenrich.Camb"
"3422",2009,318,6,"Camb","Nenrich",1,272.6,1,4.9,12,2.484906649788,0,5.60800551926243,0.00995033085316809,"Nenrich.Camb"
"3423",2009,319,6,"Camb","Nenrich",4,539,4,6.1,12,2.484906649788,1.38629436111989,6.289715570909,1.38879124131848,"Nenrich.Camb"
"3425",2009,321,6,"Camb","Nenrich",16,475.1,9,5.8,12,2.484906649788,2.77258872223978,6.16352530819288,2.19833507162025,"Nenrich.Camb"
"3426",2009,322,6,"Camb","Namb",1,362.5,1,5.6,12,2.484906649788,0,5.89302447429473,0.00995033085316809,"Namb.Camb"
"3427",2009,323,6,"Camb","Namb",1,125.9,1,5.6,12,2.484906649788,0,4.8354879410503,0.698134722070984,"Namb.Camb"
"3428",2009,325,6,"Camb","Namb",4,455.8,4,5.4,12,2.484906649788,1.38629436111989,6.12205411681158,1.38879124131848,"Namb.Camb"
"3429",2009,326,6,"Camb","Nenrich",4,336.3,3,5.5,12,2.484906649788,1.38629436111989,5.81800361874622,1.10194007876078,"Nenrich.Camb"
"3431",2009,328,6,"Camb","Nenrich",4,260.3,4,5.7,12,2.484906649788,1.38629436111989,5.56183481200052,1.38879124131848,"Nenrich.Camb"
"3432",2009,329,6,"Camb","Namb",1,53.1,1,5.3,12,2.484906649788,0,3.97217692824789,0.698134722070984,"Namb.Camb"
"3434",2009,330,6,"Camb","Namb",1,103.6,1,5,12,2.484906649788,0,4.64053732982538,0.00995033085316809,"Namb.Camb"
"3435",2009,331,6,"Camb","Namb",1,104.6,1,5.3,12,2.484906649788,0,4.65014355163082,0.00995033085316809,"Namb.Camb"
"3436",2009,332,6,"Camb","Namb",4,131.4,4,5.2,12,2.484906649788,1.38629436111989,4.87824610605051,1.38879124131848,"Namb.Camb"
"3437",2009,333,6,"Camb","Nenrich",1,110.4,1,5.4,12,2.484906649788,0,4.704110133843,0.698134722070984,"Nenrich.Camb"
"3438",2009,334,6,"Camb","Namb",4,201.1,3,5.5,12,2.484906649788,1.38629436111989,5.30380229677861,1.10194007876078,"Namb.Camb"
"3439",2009,335,6,"Camb","Nenrich",9,443.5,6,5.8,12,2.484906649788,2.19722457733622,6.09469780174963,1.79342474854712,"Nenrich.Camb"
"3440",2009,336,6,"Camb","Namb",1,7.5,1,5.6,12,2.484906649788,0,2.01490302054226,0.00995033085316809,"Namb.Camb"
"3441",2009,337,6,"Camb","Namb",4,433.5,4,5.4,12,2.484906649788,1.38629436111989,6.0718917962206,1.38879124131848,"Namb.Camb"
"3442",2009,338,6,"Camb","Nenrich",1,169.8,1,6.8,12,2.484906649788,0,5.13462127387725,0.00995033085316809,"Nenrich.Camb"
"3443",2009,339,6,"Camb","Namb",1,103.3,1,5.8,12,2.484906649788,0,4.63763737612559,0.00995033085316809,"Namb.Camb"
